,baseMean,log2FoldChange,lfcSE,pvalue,padj
MYO7B,3.7106077444260763,-1.0574234066100678,0.4426145586856539,0.0001757669956028957,0.011212937059915227
SLC27A6,2.9077993740152577,-1.8697136916191825,0.5253565441763806,9.6990399130989e-06,0.001195107726278419
HTR3C,2.21810388802198,-2.810077650032653,0.6409999130792665,7.418902469823643e-08,2.8166259690582536e-05
PNMT,3.215141170784699,-1.0252504902454649,0.6042294692127306,0.00049711423355775,0.02420159537381798
FBN3,4.373718277297682,-1.4661387056846327,0.32001175192996134,1.0693118117658044e-06,0.00023177011438152797
CST1,3.3460085552502226,3.237502209368153,0.5269601114937971,2.845307932454584e-12,1.0237417940971594e-08
CST5,2.7408398919006434,-1.186414054682034,0.6576469104245793,0.0003621708578199077,0.019684150248278368
TNS4,6.0342904952238925,1.1542798695685341,0.2507878563040386,1.5043666950015875e-06,0.0002848795457166164
FAM181A,3.126948638993831,-1.2757847900151325,0.5475724218961534,0.00016174461654654853,0.010542701636494232
MGC27382,2.7446893829559267,-1.5149221841356129,0.5439813092430573,6.408870644172566e-05,0.005216994700844546
AGTR2,6.407160361518176,-1.1123258330280874,0.25609309009154646,3.9201578168527805e-06,0.0006079624062515648
SYN2,3.7098168830451286,-1.1600830100065918,0.4302411477397257,0.00010593926202141588,0.007684868240989
KIR3DL1,1.913058860901399,-1.458747606057972,0.9764928903143921,0.0002739937505664763,0.015951933892203587
ARC,5.125419571181626,-1.1462009601620844,0.2765441260223176,6.8692888497442e-06,0.0009362008061128648
XAGE2,2.747523332180903,-2.0314446435961457,0.5217512996348347,3.1817579893280518e-06,0.0005245878959631376
EDN3,2.3824329106219295,-1.6457326658873341,0.7525835099080673,0.00010819292619100162,0.007771949282317082
HBG2,1.940238196482197,-1.7286071679058392,0.9465174268010501,0.000116380426377082,0.00814662984639574
HBG1,2.245942503904246,-1.648063170214715,0.7560314765783263,0.00010843575707957686,0.007771949282317082
SLC13A2,2.957437922988423,-2.2275384647409138,0.6048511103526886,3.2434303400088795e-06,0.0005245878959631376
IGFL2,1.6852376373795317,1.179321382808976,1.0813668767092888,0.0005416763950203144,0.02533169992897892
DNASE2B,3.6863934589687957,-1.2037159647094524,0.4305213841132879,8.867731270733674e-05,0.006817542117970033
